doc_id,lemma
sentence_9,"we will put in place a fund for the provision of a countrywide network of youth café where young people can meet in a safe ,  legal and healthy environment ."
sentence_90,the National innovation and science agenda
sentence_900,particularly those with mental health difficulty .
sentence_901,specifically in relation to substance misuse issue the social Democrat support : the early enactment of all section of the Public Health ( alcohol ) bill .
sentence_902,11 . backing WA < 92 > primary industries
sentence_903,"those who have more should pay more , and those who have less should pay less ."
sentence_904,"C coupure ont eu pour conséquence de restreindre l’accè des chômeur aux prestation d’assurance - emploi . Les femme , les jeune et les travailleur des industry saisonnière ont été les plus touché par ce réforme libérale ."
sentence_905,"the couple threshold will increase from $ 92,416 to $ 144,000 ."
sentence_906,Labor 's $ 63 billion plan to provide child care subsidy to millionaire would leave taxpayer with a massive burden .
sentence_907,"over 1,000 wealthy australian family with million in annual income would only pay around $ 2,600 a year per child for child care - whilst the taxpayer would pay almost $ 24,000 a year per child for child care"
sentence_908,in 2015 they try to leave they with nothing for a month .
sentence_909,"we have also prioritise create a safer Tasmania , include investment under the safer communities fund for CCTV camera , security lighting , alarm system for community space and other infrastructure ."
sentence_91,"build a $ 2 billion publicly own EV fast charge network , ensure that you ’ll always have a place to fuel up"
sentence_910,"in addition , a standardise approach to enforcement will be roll out nationally and unit ownership identification strengthen ."
sentence_911,northern Australia
sentence_912,create a sustainable forestry sector
sentence_913,we will also facilitate those without a full social insurance record to increase they retirement provision by choose to continue make Prsi payment beyond pensionable age .
sentence_914,"Labor do nothing to back - in the Coalition < 92 >s work to ensure we australian curriculum rightly champion australian value ,"
sentence_915,that start with access to capital for entrepreneur and access to credit for consumer .
sentence_916,she have expand free Gp care for family on low income with the GP visit card .
sentence_917,"when we farmer be do it tough , the Morrison government have demonstrate its willingness to act to make sure they get the hand up they need ."
sentence_918,"un gouvernement libéral agira afin de créer un comité de surveillance civile , rétablir la transparence et corriger les problème de gestion et de leadership au sein de la Grc ."
sentence_919,real spending growth be at its lowest level by any government for half a century .
sentence_92,"improve local health service , include the Central Coast Clinical School and Research Institute , purchase of a third Central Coast Linear Accelerator , and development of the Glen for woman drug and alcohol rehabilitation centre ."
